star,values
19971,0.0008000000000004405
20027,-0.00119999999999956
20232,-0.00129999999999956
20279,-0.0004999999999995596
20339,-0.00149999999999956
20352,-0.00139999999999956
20369,-0.0008999999999995598
20379,-0.0008999999999995598
20403,-0.0010999999999995599
20443,-0.0008999999999995598
20799,-0.0008999999999995598
20811,-0.0004999999999995596
20890,-0.0010999999999995599
20903,-0.0007999999999995597
20968,-0.00149999999999956
21011,-0.002799999999999559
21304,-0.00209999999999956
21544,-0.0006999999999995597
21549,-0.0019999999999995603
21555,-0.00149999999999956
21565,-0.0006999999999995597
21566,-0.0010999999999995599
21570,-0.0009999999999995598
21572,-0.0009999999999995598
21589,-0.0008999999999995598
21649,-0.0009999999999995598
21676,-0.00019999999999955963
21685,-0.00119999999999956
21690,-0.00119999999999956
21733,-0.0002999999999995596
21859,-0.0009999999999995598
21864,-0.00129999999999956
21907,-0.00139999999999956
21930,-0.0010999999999995599
21945,4.4037581740929976e-16
22576,-0.00119999999999956
22592,-0.0005999999999995597
22768,-0.00209999999999956
22779,-0.0006999999999995597
22781,-0.0016999999999995602
22837,-0.0010999999999995599
23248,4.4037581740929976e-16
23425,-0.0007999999999995597
23434,4.4037581740929976e-16
23439,-0.0008999999999995598
23595,-0.0009999999999995598
23597,-0.00129999999999956
23654,-0.0006999999999995597
23677,-0.003399999999999558
23797,-0.0004999999999995596
23807,-0.0005999999999995597
23918,-0.00119999999999956
23932,-0.0006999999999995597
23945,-0.0005999999999995597
23965,-0.0004999999999995596
23974,-0.0010999999999995599
24007,-0.00019999999999955963
24067,-0.0008999999999995598
24092,0.00040000000000044037
24395,-0.0007999999999995597
24461,-0.0007999999999995597
24483,-0.0004999999999995596
24510,-0.0007999999999995597
24545,-0.0008999999999995598
24568,-0.0007999999999995597
24627,-0.0010999999999995599
24764,-0.00119999999999956
24820,-0.00149999999999956
24824,-0.0003999999999995596
24926,4.4037581740929976e-16
24935,-9.999999999955963e-05
24953,-0.0002999999999995596
21031,-0.0003999999999995596
21813,-0.0006999999999995597
22159,-0.00019999999999955963
23627,-0.0004999999999995596
19798,0.0015000000000004409
19842,-0.0005999999999995597
19846,-0.00119999999999956
19943,-0.00119999999999956
20103,-0.0005999999999995597
20268,-0.0018999999999995602
20290,-0.0008999999999995598
20291,-0.0010999999999995599
20310,-0.0003999999999995596
20312,-0.0006999999999995597
20320,-0.0009999999999995598
20330,-0.0005999999999995597
20502,0.001600000000000441
21069,-0.00129999999999956
21174,-0.0010999999999995599
21188,-0.0005999999999995597
21255,-0.00149999999999956
21264,-0.0019999999999995603
21303,-0.0018999999999995602
21305,-0.0005999999999995597
21308,-0.0006999999999995597
21323,-0.0004999999999995596
21338,-0.00119999999999956
21350,-0.00139999999999956
21466,-0.0005999999999995597
21474,-0.0007999999999995597
21489,-0.00119999999999956
21508,-0.0006999999999995597
21523,-0.0007999999999995597
21588,-0.0009999999999995598
21600,-0.0009999999999995598
21677,-0.0010999999999995599
21719,-0.00149999999999956
21729,-0.0010999999999995599
21821,-0.0010999999999995599
21858,-0.0007999999999995597
21878,-0.00139999999999956
21879,-0.00139999999999956
22009,-0.0009999999999995598
22019,-0.0005999999999995597
22020,-0.00129999999999956
22054,-0.0007999999999995597
22099,-0.0006999999999995597
22117,-0.0009999999999995598
22199,0.0029000000000004396
22549,-0.00159999999999956
22561,-0.0016999999999995602
22569,-0.0007999999999995597
22579,-0.0009999999999995598
22601,-0.0016999999999995602
22602,-0.0010999999999995599
22603,-0.0006999999999995597
22847,-0.00129999999999956
22855,-0.0016999999999995602
22935,-0.0004999999999995596
22947,-0.0010999999999995599
22982,-0.0007999999999995597
23261,-0.0010999999999995599
23279,-0.0004999999999995596
23312,-0.0004999999999995596
23529,-0.0007999999999995597
23566,-0.0010999999999995599
23596,-0.0008999999999995598
23663,-0.0003999999999995596
23693,-0.0009999999999995598
23953,-0.0016999999999995602
24035,-0.0010999999999995599
24045,-0.0008999999999995598
24051,-0.0002999999999995596
24100,-0.00139999999999956
24122,-0.0002999999999995596
24233,-0.0009999999999995598
24339,-0.0005999999999995597
24696,-0.00119999999999956
24740,-0.0003999999999995596
24742,-0.00019999999999955963
24744,-0.0009999999999995598
24896,-0.0008999999999995598
24898,-0.0009999999999995598
20390,0.0010000000000004406
20867,-0.0006999999999995597
24013,-0.0008999999999995598
20492,-0.0076999999999995666
20558,-0.004899999999999559
20083,-0.0017999999999995602
